sentence,profanity
"Thank you, please make sure that happens.",0
"Absolutely, your request is being processed right now. You won't receive any more calls.",0
You have reached the voicemail of John Smith. Please leave a message after the beep.,0
"Hi John, this is Linda from Apex Collections. I'm calling about your outstanding balance of seven hundred dollars.",0
"For a quicker response, please leave your name and number.",0
You can reach me at one eight hundred five five five zero seven one zero. It's important we discuss this matter.,0
"Thank you for reaching out, I will get back to you soon.",0
You have reached the voicemail of Jamie Smith. Please leave your name and number after the beep.,0
"Hello, Jamie. This is Michael from Capital Collections.",0
I'm calling about your overdue balance. Please contact us as soon as possible at one eight hundred two four one five six seven eight.,0
Thank you for your call. I'll be sure to return it as soon as I can.,0
We appreciate your prompt attention to this matter. Have a great day!,0
"Hello, this is Mark from XYZ Collections. Am I speaking with Sarah Johnson?",0
"Yes, this is Sarah. What's this about?",0
"I'm calling regarding an outstanding balance on your account. To proceed, could you please verify your date of birth?",0
"Sure, it's February 15th, 1990.",0
Thank you for that. Could you also confirm your current address for verification purposes?,0
"I live at 123 Elm Street, Springfield.",0
"Thanks, Sarah. I can confirm your identity. You have a balance of $250 due. How would you like to proceed with the payment?",0
I can pay half of it today and the rest next week.,0
"That sounds good. So, you're planning to pay $125 today. How would you like to make that payment?",0
"I'll use my credit card, please.",0
Great! I'll guide you through the payment process. Please hold on for a moment.,0
"Okay, I'm ready.",0
"Thank you for your patience, Sarah. I appreciate your cooperation.",0
You're welcome! Let's get this sorted out.,0
"Hello, this is Mark from XYZ Collections. How are you today?",0
What the hell do you want? I don't have time for your crap!,1
"I understand you're busy. I'm calling about your outstanding balance with ABC Lending. First, can you please verify your date of birth?",0
Why the hell should I tell you anything? Get lost!,1
"I appreciate your frustration, but I need to confirm your identity. Could you please provide your address instead?",0
You think I'm gonna give you that? Screw you!,1
"I completely understand your hesitation. However, without verification, I can't discuss your account details.",0
Fine! It's 123 Fake St. Now tell me what you want!,0
Thank you for that. Your outstanding balance is $500. How would you like to proceed with the payment?,0
I don't have the damn money right now!,1
I understand. Would you like to set up a payment plan or discuss other options?,0
I don't want any of your stupid options! Just leave me alone!,1
"I respect your wishes, but I will need to follow up with you in a couple of weeks if that's alright.",0
"Whatever, just do what you want!",0
Thank you for your time today. Have a good day.,0
"Good afternoon, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing alright, thanks. What's this about?",0
I'm calling regarding your account with City Bank. Can you please verify your address?,0
"Sure, it's 123 Maple Street.",0
Thank you. Can you also confirm your date of birth?,0
"It's July 15, 1990.",0
Thank you for that information. I see you have an outstanding balance of $250. How would you like to settle this today?,0
I can pay $100 today and the rest next month.,0
That sounds like a good plan. I can process the $100 payment right now. Would you like to use your credit card?,0
"Yes, let's do that.",0
Please provide your card number when you're ready.,0
It's 4111-1111-1111-1111.,0
Thank you. I will process that now. You will receive a confirmation shortly.,0
"Great, thank you for your help.",0
You're welcome! Have a great day.,0
"Hello, is this Mr. Thompson? This is Lisa calling from XYZ Collections.",0
"Yes, this is Mr. Thompson. What can I help you with?",0
I'm calling regarding your outstanding balance with City Bank. Can you confirm your address for me?,0
"Sure, it's 123 Elm Street.",0
"Thank you, Mr. Thompson. You currently have a balance of $450. How would you like to settle this today?",0
I wasn't aware of that balance. Can you break down the charges for me?,0
Of course! The charges include a missed payment fee and interest. Would you prefer to pay with a card over the phone?,0
I need to review my statements before making a payment.,0
"I understand. Once you have the information, feel free to call us back. We can also email you the summary of the charges if that helps.",0
"That would be great, thank you.",0
You're welcome! We appreciate your attention to this matter. Have a nice day!,0
"You too, goodbye.",0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing well, thanks. What's this about?",0
I'm contacting you regarding an overdue balance on your account with Global Finance. Can I have your full name to proceed?,0
It's Sarah Johnson.,0
"Thank you, Sarah. You have a balance of two hundred fifty dollars. When can we expect payment?",0
I need a little more time. Can I pay next week?,0
"I can note that down. Just to confirm, would you like to set a date for next week?",0
"Yes, let's say next Friday.",0
"Great, I have scheduled your payment for next Friday. Is there anything else I can help you with today?",0
"No, that's all for now. Thank you.",0
"Thank you for your time, Sarah. Have a good day!",0
"You too, goodbye!",0
"Hello, this is Sarah calling from XYZ Collections. Am I speaking with John Smith?",0
"Yes, this is John. What is this about?",0
"I'm reaching out regarding your outstanding balance with Green Finance. Before we proceed, can you please verify your address?",0
"Sure, it's 123 Elm Street, Springfield.",0
Thank you for confirming. Can you also provide your date of birth for verification?,0
"It's July 15, 1985.",0
Great! I appreciate your cooperation. You now have an outstanding balance of $250. How would you like to settle this?,0
I can pay half of it today and the rest next week.,0
That sounds reasonable. Would you like to make the first payment of $125 over the phone or online?,0
I prefer to do it online. Can you send me the link?,0
Absolutely. I will send you an email with the payment link right after this call. Is there anything else I can assist you with?,0
"No, that's all. Thank you for your help!",0
"You're welcome, John! Thank you for your time today. Have a great day!",0
"You too, goodbye!",0
"Hello, this is Mark from XYZ Collections, how are you today?",0
How the hell do you think I'm doing?! You're calling me about that sh*t again!,1
I understand this might be frustrating. I'm here to help you with your account.,0
Help? What a joke! You people are the worst! I don't owe you a damn thing!,1
I can provide you with information regarding your balance if you'd like.,0
Like I care! You think I'm gonna pay you a single cent? Screw you!,1
I can assure you that we want to resolve this matter. Your current balance is $500.,0
Oh really? And what are you gonna do if I don't pay? Send a freaking goon after me?,1
Our goal is to come to an agreement that works for both parties. We can set up a payment plan.,0
"A payment plan? Man, you must be smoking something! I'm not giving you a cent!",0
"I respect your position. However, it's important to address this to avoid further action.",0
